aqi,city,co,lat,lon,nh3,no,no2,pm10,pm2_5,so2,timestamp_utc
5,Milan,3578.19,45.464,9.19,11.4,175.24,50.72,128.26,123.02,6.74,2023-12-10 21:00:00
5,Milan,3524.78,45.464,9.19,13.17,169.87,50.04,132.12,126.13,6.44,2023-12-10 22:00:00
5,Milan,2777.1,45.464,9.19,7.09,119.81,43.87,105.06,100.17,2.89,2023-12-10 23:00:00
4,Milan,2029.42,45.464,9.19,3.83,68.84,40.44,76.96,73.67,1.34,2023-12-11 00:00:00
4,Milan,1562.12,45.464,9.19,3.1,35.32,42.5,59.13,56.89,0.97,2023-12-11 01:00:00
4,Milan,1415.25,45.464,9.19,3.55,23.02,45.24,54.21,52.05,0.97,2023-12-11 02:00:00
4,Milan,1375.2,45.464,9.19,4.37,17.43,46.61,54.42,51.97,0.98,2023-12-11 03:00:00
4,Milan,1348.5,45.464,9.19,4.12,13.52,46.61,59.52,57.1,1.04,2023-12-11 04:00:00
4,Milan,1388.55,45.464,9.19,3.48,14.75,46.61,66.54,64.24,1.27,2023-12-11 05:00:00
4,Milan,1588.82,45.464,9.19,4.31,25.93,47.98,74.95,72.59,2,2023-12-11 06:00:00
4,Milan,1628.88,45.464,9.19,4.69,29.5,47.3,75.1,73.24,2.41,2023-12-11 07:00:00
4,Milan,1682.28,45.464,9.19,5.07,36.66,47.98,75.75,73.77,2.8,2023-12-11 08:00:00
4,Milan,1762.39,45.464,9.19,5.38,43.81,46.61,76.39,74.34,3.04,2023-12-11 09:00:00
4,Milan,1655.58,45.464,9.19,4.94,41.57,43.87,69.25,67.34,2.83,2023-12-11 10:00:00
4,Milan,1482.01,45.464,9.19,4.31,34.42,42.84,59.51,57.6,2.56,2023-12-11 11:00:00
4,Milan,1388.55,45.464,9.19,3.96,29.5,45.93,54.1,52.03,2.56,2023-12-11 12:00:00
4,Milan,1468.66,45.464,9.19,4.37,32.63,48.67,55.83,53.28,2.8,2023-12-11 13:00:00
4,Milan,1455.31,45.464,9.19,4.43,34.42,46.61,54.58,51.76,2.68,2023-12-11 14:00:00
3,Milan,1295.09,45.464,9.19,4.24,29.95,43.87,47.91,45.06,2.29,2023-12-11 15:00:00
4,Milan,1495.36,45.464,9.19,4.69,49.62,41.47,54.01,50.68,2.8,2023-12-11 16:00:00
4,Milan,2082.82,45.464,9.19,6.27,92.98,42.16,74.32,70.34,3.93,2023-12-11 17:00:00
5,Milan,2857.21,45.464,9.19,8.74,143.05,44.55,101.29,97.44,5.6,2023-12-11 18:00:00
5,Milan,3898.62,45.464,9.19,11.65,205.64,50.04,139.41,136.23,7.63,2023-12-11 19:00:00
5,Milan,4913.33,45.464,9.19,12.79,268.22,56.89,179.39,176.78,8.58,2023-12-11 20:00:00
5,Milan,5661.01,45.464,9.19,14.69,307.56,63.06,211.72,209.17,8.94,2023-12-11 21:00:00
5,Milan,5447.39,45.464,9.19,15.96,289.68,63.75,212.79,210.3,7.63,2023-12-11 22:00:00
5,Milan,5020.14,45.464,9.19,13.81,261.07,61.69,196.02,194.13,5.3,2023-12-11 23:00:00
5,Milan,5073.55,45.464,9.19,11.91,257.49,62.38,191.65,189.97,4.11,2023-12-12 00:00:00
5,Milan,5340.58,45.464,9.19,8.74,268.22,66.49,204.18,201.89,3.37,2023-12-12 01:00:00
5,Milan,5500.79,45.464,9.19,7.03,268.22,71.29,218.05,214.65,3.1,2023-12-12 02:00:00
5,Milan,5554.2,45.464,9.19,6.78,264.64,78.14,229.54,224.71,3.19,2023-12-12 03:00:00
5,Milan,5661.01,45.464,9.19,6.71,257.49,87.74,239.24,232.44,3.46,2023-12-12 04:00:00
5,Milan,6034.85,45.464,9.19,6.4,275.37,97.33,255.5,247.77,3.49,2023-12-12 05:00:00
5,Milan,6408.69,45.464,9.19,7.73,300.41,102.82,268.37,261,4.05,2023-12-12 06:00:00
5,Milan,5233.76,45.464,9.19,8.61,239.61,95.96,211.87,206.37,4.23,2023-12-12 07:00:00
5,Milan,4699.71,45.464,9.19,8.99,212.79,91.85,181.9,177.68,4.47,2023-12-12 08:00:00
5,Milan,4325.87,45.464,9.19,9.37,191.33,89.11,162.47,159.07,4.77,2023-12-12 09:00:00
5,Milan,3471.37,45.464,9.19,7.66,135.9,80.88,126.67,124.06,4.29,2023-12-12 10:00:00
5,Milan,2964.02,45.464,9.19,6.65,107.29,78.14,108.6,106.08,4.17,2023-12-12 11:00:00
5,Milan,3124.24,45.464,9.19,6.9,116.23,85.68,119.67,116.33,4.83,2023-12-12 12:00:00
5,Milan,3284.45,45.464,9.19,7.41,119.81,93.22,128.37,123.98,5.3,2023-12-12 13:00:00
5,Milan,3150.94,45.464,9.19,7.22,110.86,93.22,122.72,118.04,5.19,2023-12-12 14:00:00
5,Milan,2857.21,45.464,9.19,6.59,94.77,89.11,108.92,104.77,4.71,2023-12-12 15:00:00
5,Milan,2990.72,45.464,9.19,6.78,109.97,85,112.4,108.12,4.71,2023-12-12 16:00:00
5,Milan,3631.59,45.464,9.19,8.36,153.78,85,134.74,129.71,5.48,2023-12-12 17:00:00
5,Milan,4272.46,45.464,9.19,10.89,193.12,85,158.53,153.15,6.68,2023-12-12 18:00:00
5,Milan,4806.52,45.464,9.19,11.53,227.09,85,179.61,174.34,7.51,2023-12-12 19:00:00
5,Milan,5340.58,45.464,9.19,10.64,261.07,85.68,200.58,195.48,8.11,2023-12-12 20:00:00
5,Milan,5874.63,45.464,9.19,10.64,289.68,89.11,221.1,216,8.82,2023-12-12 21:00:00
5,Milan,5126.95,45.464,9.19,8.23,243.19,87.74,190.64,186.52,6.97,2023-12-12 22:00:00
5,Milan,4806.52,45.464,9.19,5.89,227.09,82.94,175.85,172.5,5.13,2023-12-12 23:00:00
5,Milan,4539.49,45.464,9.19,4.75,214.58,78.14,166.08,163.43,3.93,2023-12-13 00:00:00
5,Milan,4219.06,45.464,9.19,4.37,198.48,71.97,153.33,151.24,3.31,2023-12-13 01:00:00
5,Milan,4058.84,45.464,9.19,4.18,189.54,68.55,146.47,144.59,2.98,2023-12-13 02:00:00
5,Milan,4219.06,45.464,9.19,3.93,200.27,69.23,152.14,150.21,2.77,2023-12-13 03:00:00
5,Milan,4432.68,45.464,9.19,3.61,216.36,70.6,163.04,160.99,2.59,2023-12-13 04:00:00
5,Milan,4272.46,45.464,9.19,3.48,205.64,66.49,155.64,153.86,2.35,2023-12-13 05:00:00
5,Milan,3631.59,45.464,9.19,4.37,164.51,56.89,129.22,127.7,2.71,2023-12-13 06:00:00
5,Milan,2910.61,45.464,9.19,4.81,123.38,47.3,100.67,99.29,3.1,2023-12-13 07:00:00
5,Milan,2803.8,45.464,9.19,5.32,121.59,42.84,94.84,93.28,3.78,2023-12-13 08:00:00
5,Milan,3177.64,45.464,9.19,5.95,144.84,42.5,106.65,104.75,4.59,2023-12-13 09:00:00
5,Milan,2910.61,45.464,9.19,5.13,128.75,43.18,96.91,94.89,3.93,2023-12-13 10:00:00
5,Milan,2830.51,45.464,9.19,5,126.96,44.55,94.49,92.21,3.81,2023-12-13 11:00:00
5,Milan,3017.43,45.464,9.19,5.07,135.9,48.67,100.71,98.13,3.93,2023-12-13 12:00:00
4,Milan,2189.64,45.464,9.19,4.02,76.89,55.52,76.7,74.53,2.89,2023-12-13 13:00:00
4,Milan,1695.63,45.464,9.19,4.05,46.49,54.84,62.25,60.22,2.56,2023-12-13 14:00:00
4,Milan,1415.25,45.464,9.19,4.12,33.08,52.78,54.26,52.27,2.38,2023-12-13 15:00:00
4,Milan,1708.98,45.464,9.19,5.76,58.11,49.35,64.6,61.91,3.43,2023-12-13 16:00:00
5,Milan,2296.45,45.464,9.19,9.25,105.5,43.87,85.93,82.01,4.95,2023-12-13 17:00:00
5,Milan,2643.59,45.464,9.19,13.05,128.75,41.81,99.52,95.19,6.32,2023-12-13 18:00:00
5,Milan,2830.51,45.464,9.19,16.09,137.69,42.84,108.43,104.34,7.63,2023-12-13 19:00:00
5,Milan,3070.83,45.464,9.19,17.99,146.63,44.55,116.35,112.32,8.58,2023-12-13 20:00:00
5,Milan,3391.27,45.464,9.19,20.52,159.14,45.93,126.57,122.37,9.89,2023-12-13 21:00:00
5,Milan,3417.97,45.464,9.19,20.77,157.36,46.61,126.98,122.84,9.42,2023-12-13 22:00:00
5,Milan,3204.35,45.464,9.19,14.82,143.05,45.24,117.06,113.73,6.2,2023-12-13 23:00:00
5,Milan,3124.24,45.464,9.19,9.63,139.47,44.55,110.34,107.88,3.81,2023-12-14 00:00:00
5,Milan,2937.32,45.464,9.19,6.4,123.38,45.24,94.99,93.31,2.5,2023-12-14 01:00:00
4,Milan,2510.07,45.464,9.19,4.62,97.45,43.53,73.49,72.29,1.8,2023-12-14 02:00:00
4,Milan,2082.82,45.464,9.19,3.64,69.74,41.13,53.21,52.32,1.4,2023-12-14 03:00:00
3,Milan,1375.2,45.464,9.19,2.22,27.49,43.53,31.05,30.32,0.98,2023-12-14 04:00:00
3,Milan,1201.63,45.464,9.19,2.15,17.21,41.81,27.81,26.93,1.09,2023-12-14 05:00:00
3,Milan,1375.2,45.464,9.19,3.48,28.16,41.13,35.66,34.21,2.06,2023-12-14 06:00:00
3,Milan,1642.23,45.464,9.19,4.81,44.7,42.16,43.96,42.01,3.01,2023-12-14 07:00:00
3,Milan,1642.23,45.464,9.19,4.94,47.39,40.78,43.83,41.91,3.07,2023-12-14 08:00:00
3,Milan,1361.85,45.464,9.19,4.24,33.53,37.7,35.75,34.08,2.56,2023-12-14 09:00:00
2,Milan,894.55,45.464,9.19,3.1,13.19,33.59,24.18,22.78,1.88,2023-12-14 10:00:00
2,Milan,707.63,45.464,9.19,2.69,8.94,26.73,19.66,18.25,1.68,2023-12-14 11:00:00
2,Milan,654.22,45.464,9.19,2.56,8.05,23.99,18.2,16.74,1.61,2023-12-14 12:00:00
2,Milan,827.79,45.464,9.19,3.29,14.75,30.16,23.86,22.05,2.06,2023-12-14 13:00:00
3,Milan,1134.87,45.464,9.19,4.56,28.39,38.04,33.94,31.55,2.71,2023-12-14 14:00:00
3,Milan,1375.2,45.464,9.19,6.4,41.13,42.5,42.19,39.24,3.4,2023-12-14 15:00:00
4,Milan,1762.39,45.464,9.19,9.25,67.95,45.93,56.04,52.39,4.71,2023-12-14 16:00:00
5,Milan,2456.67,45.464,9.19,11.53,111.76,49.35,82.27,77.44,6.26,2023-12-14 17:00:00
5,Milan,3231.05,45.464,9.19,13.17,155.57,57.58,114.33,108.15,7.75,2023-12-14 18:00:00
5,Milan,3685,45.464,9.19,12.54,177.03,64.43,132.26,125.32,7.99,2023-12-14 19:00:00
5,Milan,3791.81,45.464,9.19,10.51,178.81,65.12,133.14,126.39,7.27,2023-12-14 20:00:00
5,Milan,3738.4,45.464,9.19,9.88,173.45,63.06,126.92,120.69,6.68,2023-12-14 21:00:00
5,Milan,3391.27,45.464,9.19,9.25,155.57,58.95,111.98,106.5,5.54,2023-12-14 22:00:00
5,Milan,2643.59,45.464,9.19,7.85,112.65,52.09,82.43,78.07,3.58,2023-12-14 23:00:00
4,Milan,1895.9,45.464,9.19,7.28,68.84,45.93,54.96,51.55,2.41,2023-12-15 00:00:00
3,Milan,1388.55,45.464,9.19,6.65,40.68,40.1,37.4,34.67,1.89,2023-12-15 01:00:00
3,Milan,1214.98,45.464,9.19,5.38,29.95,36.67,31.86,29.36,1.71,2023-12-15 02:00:00
3,Milan,1214.98,45.464,9.19,4.75,28.39,35.3,32.49,29.99,1.74,2023-12-15 03:00:00
3,Milan,1281.74,45.464,9.19,4.81,30.85,34.62,35.39,32.77,1.89,2023-12-15 04:00:00
3,Milan,1468.66,45.464,9.19,5,42.47,34.96,42.45,39.56,2.29,2023-12-15 05:00:00
4,Milan,2162.93,45.464,9.19,7.09,85.83,38.39,67.98,64.2,4.29,2023-12-15 06:00:00
5,Milan,3097.53,45.464,9.19,9.12,150.2,43.87,105.52,100.46,6.26,2023-12-15 07:00:00
5,Milan,3791.81,45.464,9.19,10.01,198.48,47.3,131.87,125.81,7.03,2023-12-15 08:00:00
5,Milan,4058.84,45.464,9.19,10.01,212.79,50.04,138.29,131.94,7.21,2023-12-15 09:00:00
5,Milan,3685,45.464,9.19,9.37,184.18,52.78,122.73,116.68,6.26,2023-12-15 10:00:00
5,Milan,2964.02,45.464,9.19,9.63,134.11,58.26,98.75,93.22,5.25,2023-12-15 11:00:00
4,Milan,2162.93,45.464,9.19,9.12,82.25,58.26,71.92,66.97,4.35,2023-12-15 12:00:00
3,Milan,1361.85,45.464,9.19,6.84,39.34,49.35,41.63,37.9,3.37,2023-12-15 13:00:00
3,Milan,1441.96,45.464,9.19,8.36,42.92,54.84,43.25,39.58,3.93,2023-12-15 14:00:00
3,Milan,1735.69,45.464,9.19,10.77,56.77,63.75,52.45,48.14,4.47,2023-12-15 15:00:00
4,Milan,2109.53,45.464,9.19,13.81,79.57,71.97,67.43,62.13,5.48,2023-12-15 16:00:00
5,Milan,2670.29,45.464,9.19,17.99,112.65,80.88,91.89,85.25,7.21,2023-12-15 17:00:00
5,Milan,3284.45,45.464,9.19,24.32,146.63,87.74,121.19,112.93,10.13,2023-12-15 18:00:00
5,Milan,3738.4,45.464,9.19,29.39,169.87,89.11,143.74,133.73,11.56,2023-12-15 19:00:00
5,Milan,3845.21,45.464,9.19,21.03,175.24,80.2,149.81,138.87,8.82,2023-12-15 20:00:00
5,Milan,3738.4,45.464,9.19,10.89,168.09,73.34,146.48,136,6.2,2023-12-15 21:00:00
5,Milan,3471.37,45.464,9.19,5.89,146.63,69.23,133.62,124.42,4.11,2023-12-15 22:00:00
5,Milan,2883.91,45.464,9.19,4.12,109.08,64.43,109.7,101.78,2.29,2023-12-15 23:00:00
5,Milan,2269.74,45.464,9.19,3.93,70.63,58.95,84.13,77.32,1.36,2023-12-16 00:00:00
4,Milan,1922.61,45.464,9.19,4.18,49.17,55.52,69.03,63.09,1.1,2023-12-16 01:00:00
4,Milan,1708.98,45.464,9.19,3.86,37.55,53.47,59.14,54.19,0.98,2023-12-16 02:00:00
3,Milan,1495.36,45.464,9.19,3.58,27.27,50.04,49.07,45.05,0.87,2023-12-16 03:00:00
3,Milan,1268.39,45.464,9.19,3.23,18.55,45.93,39.97,36.45,0.86,2023-12-16 04:00:00
3,Milan,1214.98,45.464,9.19,3.26,19,42.5,38.35,34.74,1.13,2023-12-16 05:00:00
3,Milan,1562.12,45.464,9.19,5.07,42.02,43.53,52.22,47.91,2.5,2023-12-16 06:00:00
4,Milan,2029.42,45.464,9.19,7.6,73.31,45.93,71.1,65.8,3.93,2023-12-16 07:00:00
5,Milan,2349.85,45.464,9.19,10.26,93.88,47.3,84.29,78.23,5.01,2023-12-16 08:00:00
5,Milan,2563.48,45.464,9.19,13.81,107.29,47.98,93.47,87.13,6.32,2023-12-16 09:00:00
5,Milan,2429.96,45.464,9.19,14.69,98.35,45.93,91,84.94,6.32,2023-12-16 10:00:00
5,Milan,2082.82,45.464,9.19,10.26,77.78,42.84,82.11,76.69,4.59,2023-12-16 11:00:00
4,Milan,1668.93,45.464,9.19,6.08,52.75,40.44,72.68,68.07,3.28,2023-12-16 12:00:00
4,Milan,1401.9,45.464,9.19,4.05,36.21,40.1,67.94,64.13,2.95,2023-12-16 13:00:00
4,Milan,1615.52,45.464,9.19,5.51,47.39,46.61,78.21,74.1,3.61,2023-12-16 14:00:00
5,Milan,1708.98,45.464,9.19,7.73,54.09,48.67,82.59,78.24,4.23,2023-12-16 15:00:00
5,Milan,1815.8,45.464,9.19,9.88,64.37,47.3,85.33,80.75,4.95,2023-12-16 16:00:00
5,Milan,2189.64,45.464,9.19,8.74,91.2,45.24,97.81,92.77,4.89,2023-12-16 17:00:00
5,Milan,2883.91,45.464,9.19,7.66,137.69,47.3,125.49,119.63,5.25,2023-12-16 18:00:00
5,Milan,3738.4,45.464,9.19,10.51,193.12,52.09,159.1,153.19,6.97,2023-12-16 19:00:00
5,Milan,4486.08,45.464,9.19,19.51,236.03,57.58,185.04,178.84,10.85,2023-12-16 20:00:00
5,Milan,4913.33,45.464,9.19,28.12,261.07,64.43,201.34,194.61,14.54,2023-12-16 21:00:00
5,Milan,4913.33,45.464,9.19,32.93,253.92,69.92,199.34,192.62,15.97,2023-12-16 22:00:00
5,Milan,4699.71,45.464,9.19,33.44,236.03,71.97,189.93,183.67,15.02,2023-12-16 23:00:00
5,Milan,4592.9,45.464,9.19,33.94,225.31,74.03,187.96,181.99,14.42,2023-12-17 00:00:00
5,Milan,4859.92,45.464,9.19,33.44,239.61,78.83,202.46,196.49,14.54,2023-12-17 01:00:00
5,Milan,5180.36,45.464,9.19,31.16,253.92,83.63,220.09,214.23,12.99,2023-12-17 02:00:00
5,Milan,5126.95,45.464,9.19,28.88,243.19,84.31,221.33,215.94,9.89,2023-12-17 03:00:00
5,Milan,4646.3,45.464,9.19,27.11,205.64,79.51,203.86,199.23,6.91,2023-12-17 04:00:00
5,Milan,4005.43,45.464,9.19,27.11,164.51,71.97,181.17,177.62,5.25,2023-12-17 05:00:00
5,Milan,3578.19,45.464,9.19,31.16,134.11,65.8,166.19,163.66,5.36,2023-12-17 06:00:00
5,Milan,3177.64,45.464,9.19,34.45,109.08,61.01,149.94,147.94,5.72,2023-12-17 07:00:00
5,Milan,2990.72,45.464,9.19,21.79,101.92,57.58,138.5,136.33,4.77,2023-12-17 08:00:00
5,Milan,2910.61,45.464,9.19,14.44,101.92,55.52,132.44,129.71,4.35,2023-12-17 09:00:00
5,Milan,2590.18,45.464,9.19,11.65,88.51,50.04,116.21,113.19,3.81,2023-12-17 10:00:00
5,Milan,2162.93,45.464,9.19,7.85,67.95,43.53,97.71,94.55,3.07,2023-12-17 11:00:00
5,Milan,1735.69,45.464,9.19,5.51,47.39,38.73,84.32,81.19,2.53,2023-12-17 12:00:00
4,Milan,1094.82,45.464,9.19,3.77,18.1,30.85,63.05,60.46,1.97,2023-12-17 13:00:00
4,Milan,921.25,45.464,9.19,3.29,10.62,29.82,58.03,55.72,1.77,2023-12-17 14:00:00
4,Milan,847.82,45.464,9.19,2.79,6.03,32.9,55.93,53.86,1.64,2023-12-17 15:00:00
4,Milan,1014.71,45.464,9.19,3.1,10.95,44.55,61.84,59.59,1.89,2023-12-17 16:00:00
4,Milan,1361.85,45.464,9.19,3.93,34.87,43.18,74.57,71.82,2.35,2023-12-17 17:00:00
5,Milan,1762.39,45.464,9.19,4.94,58.11,44.55,89.3,85.98,3.07,2023-12-17 18:00:00
5,Milan,2216.34,45.464,9.19,6.08,82.25,46.61,105.5,101.51,3.81,2023-12-17 19:00:00
5,Milan,2536.77,45.464,9.19,7.03,98.35,47.98,116.82,112.31,4.29,2023-12-17 20:00:00
5,Milan,2803.8,45.464,9.19,12.92,110.86,49.35,126.22,121.25,6.14,2023-12-17 21:00:00
5,Milan,2803.8,45.464,9.19,19,109.97,48.67,126.39,121.88,7.03,2023-12-17 22:00:00
5,Milan,2563.48,45.464,9.19,19.51,92.98,46.61,116.46,113.03,5.6,2023-12-17 23:00:00
5,Milan,2429.96,45.464,9.19,19.25,84.94,45.24,111.74,108.9,4.83,2023-12-18 00:00:00
5,Milan,2403.26,45.464,9.19,19.25,79.57,45.24,109.67,107.22,4.41,2023-12-18 01:00:00
5,Milan,2269.74,45.464,9.19,19.25,71.53,44.55,104.54,102.74,3.87,2023-12-18 02:00:00
5,Milan,2136.23,45.464,9.19,19.51,61.69,44.55,98.03,96.65,3.46,2023-12-18 03:00:00
5,Milan,1789.09,45.464,9.19,16.72,40.68,47.3,82.04,80.77,2.95,2023-12-18 04:00:00
5,Milan,1815.8,45.464,9.19,18.49,42.02,49.35,79.27,78.09,3.49,2023-12-18 05:00:00
5,Milan,2109.53,45.464,9.19,21.79,53.64,52.09,86.98,85.72,5.19,2023-12-18 06:00:00
5,Milan,2510.07,45.464,9.19,26.09,76,56.21,103.84,102.28,7.39,2023-12-18 07:00:00
5,Milan,2910.61,45.464,9.19,29.64,101.03,60.32,120.83,118.88,9.18,2023-12-18 08:00:00
5,Milan,3177.64,45.464,9.19,18.49,118.02,63.06,130.83,128.44,7.63,2023-12-18 09:00:00
5,Milan,3070.83,45.464,9.19,12.92,111.76,61.69,127.16,124.36,5.78,2023-12-18 10:00:00
5,Milan,2857.21,45.464,9.19,10.26,101.03,59.63,122.58,119.08,4.89,2023-12-18 11:00:00
5,Milan,2777.1,45.464,9.19,8.11,91.2,63.75,123.8,119.72,4.53,2023-12-18 12:00:00
5,Milan,2803.8,45.464,9.19,7.22,88.51,68.55,130.66,126.06,4.65,2023-12-18 13:00:00
5,Milan,2910.61,45.464,9.19,7.79,93.88,70.6,140.13,134.94,4.77,2023-12-18 14:00:00
5,Milan,2857.21,45.464,9.19,9.5,92.98,68.55,141.56,136.09,4.95,2023-12-18 15:00:00
5,Milan,2964.02,45.464,9.19,11.65,102.82,69.23,146.96,141.36,5.48,2023-12-18 16:00:00
5,Milan,3177.64,45.464,9.19,11.4,116.23,71.97,159.03,153.26,5.54,2023-12-18 17:00:00
5,Milan,3417.97,45.464,9.19,9.75,125.17,73.34,174.27,168.26,5.48,2023-12-18 18:00:00
5,Milan,3791.81,45.464,9.19,8.11,143.05,73.34,195.44,189.03,5.48,2023-12-18 19:00:00
5,Milan,4379.27,45.464,9.19,7.73,177.03,70.6,217.83,210.73,5.78,2023-12-18 20:00:00
5,Milan,4913.33,45.464,9.19,8.11,212.79,69.23,234.92,226.76,6.44,2023-12-18 21:00:00
5,Milan,5020.14,45.464,9.19,7.79,221.73,68.55,230.21,221.47,6.02,2023-12-18 22:00:00
5,Milan,4539.49,45.464,9.19,6.9,193.12,65.12,204.82,196.31,4.65,2023-12-18 23:00:00
5,Milan,4005.43,45.464,9.19,7.85,166.3,62.38,181.79,173.51,4.29,2023-12-19 00:00:00
5,Milan,3631.59,45.464,9.19,12.16,141.26,59.63,164.55,156.51,4.95,2023-12-19 01:00:00
5,Milan,3231.05,45.464,9.19,12.92,118.02,56.89,148.29,140.71,4.47,2023-12-19 02:00:00
5,Milan,2883.91,45.464,9.19,9.25,94.77,54.84,133.43,126.79,3.4,2023-12-19 03:00:00
5,Milan,2616.88,45.464,9.19,12.41,76.89,55.52,119.03,113.79,4.11,2023-12-19 04:00:00
5,Milan,2563.48,45.464,9.19,21.28,74.21,56.89,114.04,108.03,5.96,2023-12-19 05:00:00
5,Milan,2964.02,45.464,9.19,27.36,99.24,60.32,127.32,120.33,8.58,2023-12-19 06:00:00
5,Milan,3685,45.464,9.19,25.84,148.42,65.12,154.14,146.22,10.13,2023-12-19 07:00:00
5,Milan,4272.46,45.464,9.19,12.54,191.33,67.86,172.13,163.75,8.23,2023-12-19 08:00:00
5,Milan,4432.68,45.464,9.19,10.64,209.21,69.92,176.17,167.78,8.23,2023-12-19 09:00:00
5,Milan,3898.62,45.464,9.19,9.25,171.66,70.6,153.18,145.96,6.68,2023-12-19 10:00:00
5,Milan,3284.45,45.464,9.19,8.36,128.75,73.34,133.54,127.42,5.19,2023-12-19 11:00:00
5,Milan,2777.1,45.464,9.19,8.23,91.2,75.4,122.12,116.7,4.41,2023-12-19 12:00:00
5,Milan,2456.67,45.464,9.19,8.61,71.53,72.66,116.3,110.99,4.17,2023-12-19 13:00:00
5,Milan,2590.18,45.464,9.19,9.75,77.78,71.97,126.23,120.4,4.65,2023-12-19 14:00:00
5,Milan,2696.99,45.464,9.19,12.92,85.83,71.97,130.52,124.28,5.84,2023-12-19 15:00:00
5,Milan,2964.02,45.464,9.19,19.25,108.18,73.34,137.77,131.36,8.46,2023-12-19 16:00:00
5,Milan,3524.78,45.464,9.19,25.84,148.42,77.46,154.47,147.88,11.8,2023-12-19 17:00:00
5,Milan,4325.87,45.464,9.19,32.42,202.06,82.94,186.42,179.08,15.74,2023-12-19 18:00:00
5,Milan,5287.17,45.464,9.19,37.49,261.07,90.48,227.37,218.63,19.07,2023-12-19 19:00:00
5,Milan,5874.63,45.464,9.19,37.49,293.25,94.59,252.94,242.81,19.31,2023-12-19 20:00:00
5,Milan,6034.85,45.464,9.19,33.94,300.41,93.22,260.21,249.26,17.17,2023-12-19 21:00:00
5,Milan,5767.82,45.464,9.19,27.36,278.95,87.74,250.17,239.11,12.99,2023-12-19 22:00:00
5,Milan,5340.58,45.464,9.19,18.24,246.76,82.25,233.41,222.81,8.46,2023-12-19 23:00:00
5,Milan,5073.55,45.464,9.19,11.65,228.88,76.77,221.38,211.25,5.72,2023-12-20 00:00:00
5,Milan,4753.11,45.464,9.19,7.79,209.21,71.29,206.69,197.26,4.23,2023-12-20 01:00:00
5,Milan,4165.65,45.464,9.19,5.57,180.6,65.12,182.36,174.44,3.07,2023-12-20 02:00:00
5,Milan,3631.59,45.464,9.19,4.94,146.63,58.95,157.54,150.9,2.32,2023-12-20 03:00:00
5,Milan,3070.83,45.464,9.19,4.18,114.44,55.52,134.73,128.73,1.85,2023-12-20 04:00:00
5,Milan,2723.69,45.464,9.19,3.23,92.09,53.47,116.74,111.09,1.83,2023-12-20 05:00:00
5,Milan,2590.18,45.464,9.19,3.64,81.36,56.21,106.23,101.04,2.89,2023-12-20 06:00:00
5,Milan,2189.64,45.464,9.19,3.99,63.48,58.95,91.78,87.61,3.7,2023-12-20 07:00:00
5,Milan,2136.23,45.464,9.19,3.96,64.37,58.95,90.07,86.27,4.05,2023-12-20 08:00:00
5,Milan,2056.12,45.464,9.19,3.96,62.58,55.52,88.31,84.7,3.99,2023-12-20 09:00:00
5,Milan,1842.5,45.464,9.19,3.99,54.54,47.3,82.23,78.81,3.55,2023-12-20 10:00:00
5,Milan,1655.58,45.464,9.19,4.31,45.6,41.81,78.46,75.01,3.19,2023-12-20 11:00:00
4,Milan,1482.01,45.464,9.19,4.56,35.76,39.76,76.15,72.61,2.95,2023-12-20 12:00:00
4,Milan,1441.96,45.464,9.19,5.38,34.42,41.47,77.16,73.46,3.16,2023-12-20 13:00:00
5,Milan,1815.8,45.464,9.19,8.36,54.99,46.61,94.95,90.22,4.35,2023-12-20 14:00:00
5,Milan,2136.23,45.464,9.19,13.68,74.21,48.67,108.17,102.23,6.02,2023-12-20 15:00:00
5,Milan,2349.85,45.464,9.19,18.49,92.09,47.3,117.04,109.78,7.33,2023-12-20 16:00:00
5,Milan,2536.77,45.464,9.19,18.75,107.29,43.18,123.43,115.07,7.03,2023-12-20 17:00:00
5,Milan,2723.69,45.464,9.19,15.83,118.02,41.81,129.55,120.98,6.26,2023-12-20 18:00:00
5,Milan,2964.02,45.464,9.19,14.44,125.17,43.87,134.3,127.27,5.84,2023-12-20 19:00:00
5,Milan,3417.97,45.464,9.19,18.75,146.63,48.67,152.59,146.73,7.03,2023-12-20 20:00:00
5,Milan,4325.87,45.464,9.19,25.84,194.91,56.21,194.31,189.03,9.66,2023-12-20 21:00:00
5,Milan,5180.36,45.464,9.19,27.87,239.61,65.8,235.35,230.82,10.85,2023-12-20 22:00:00
5,Milan,5500.79,45.464,9.19,19.51,250.34,72.66,245.96,242.89,8.46,2023-12-20 23:00:00
5,Milan,5607.6,45.464,9.19,13.3,246.76,78.83,238.15,236.26,6.74,2023-12-21 00:00:00
5,Milan,4966.74,45.464,9.19,10.64,202.06,82.25,202.96,200.93,5.6,2023-12-21 01:00:00
5,Milan,4913.33,45.464,9.19,8.36,196.7,85,192.6,190.46,4.65,2023-12-21 02:00:00
5,Milan,4646.3,45.464,9.19,7.16,182.39,82.25,175.79,173.65,3.61,2023-12-21 03:00:00
5,Milan,4058.84,45.464,9.19,6.27,151.99,78.14,149.56,147.78,2.8,2023-12-21 04:00:00
5,Milan,3471.37,45.464,9.19,5.45,119.81,73.34,122.18,120.75,2.29,2023-12-21 05:00:00
