aqi,city,co,lat,lon,nh3,no,no2,pm10,pm2_5,so2,timestamp_utc
2,Milan,343.8,45.464,9.19,7.03,0,6,7.95,7.4,0.49,2024-03-09 00:00:00
2,Milan,340.46,45.464,9.19,7.54,0,5.57,8.19,7.59,0.47,2024-03-09 01:00:00
2,Milan,340.46,45.464,9.19,8.04,0,5.44,8.68,8.01,0.45,2024-03-09 02:00:00
2,Milan,340.46,45.464,9.19,8.11,0,5.36,9.14,8.43,0.43,2024-03-09 03:00:00
2,Milan,343.8,45.464,9.19,7.85,0,5.36,9.46,8.74,0.42,2024-03-09 04:00:00
2,Milan,350.48,45.464,9.19,7.66,0,6,9.94,9.19,0.42,2024-03-09 05:00:00
2,Milan,383.85,45.464,9.19,7.79,0,9.17,11.16,10.32,0.56,2024-03-09 06:00:00
2,Milan,407.22,45.464,9.19,8.36,0.01,11.65,12.18,11.19,0.63,2024-03-09 07:00:00
2,Milan,410.56,45.464,9.19,8.99,0.08,12.34,12.45,11.29,0.64,2024-03-09 08:00:00
2,Milan,410.56,45.464,9.19,9.63,0.24,12,12.37,11.07,0.63,2024-03-09 09:00:00
2,Milan,397.21,45.464,9.19,9.75,0.38,10.8,11.79,10.4,0.57,2024-03-09 10:00:00
1,Milan,387.19,45.464,9.19,9.25,0.42,10.02,10.84,9.55,0.54,2024-03-09 11:00:00
1,Milan,380.52,45.464,9.19,8.87,0.45,9.6,10,8.84,0.51,2024-03-09 12:00:00
2,Milan,380.52,45.464,9.19,8.49,0.58,9.34,9.65,8.61,0.48,2024-03-09 13:00:00
2,Milan,370.5,45.464,9.19,8.74,0.43,8.74,9.51,8.56,0.45,2024-03-09 14:00:00
2,Milan,360.49,45.464,9.19,10.39,0.27,8.14,9.13,8.18,0.43,2024-03-09 15:00:00
2,Milan,397.21,45.464,9.19,14.44,0.2,12.68,10.03,8.74,0.62,2024-03-09 16:00:00
1,Milan,460.62,45.464,9.19,19.76,0.07,19.19,11.72,9.85,0.87,2024-03-09 17:00:00
2,Milan,520.71,45.464,9.19,22.29,0.01,23.99,13.33,10.85,1.09,2024-03-09 18:00:00
2,Milan,534.06,45.464,9.19,22.29,0.02,23.99,14.07,11.42,1.1,2024-03-09 19:00:00
2,Milan,494,45.464,9.19,21.03,0.01,19.36,13.8,11.38,0.92,2024-03-09 20:00:00
2,Milan,440.6,45.464,9.19,18.49,0,14.57,12.67,10.65,0.7,2024-03-09 21:00:00
2,Milan,357.15,45.464,9.19,11.65,0,7.54,7.74,6.65,0.39,2024-03-09 22:00:00
2,Milan,330.45,45.464,9.19,9.37,0,5.57,6.72,5.87,0.34,2024-03-09 23:00:00
2,Milan,333.79,45.464,9.19,8.23,0,5.48,7.21,6.48,0.35,2024-03-10 00:00:00
2,Milan,330.45,45.464,9.19,7.54,0,4.97,7.64,7.01,0.32,2024-03-10 01:00:00
2,Milan,323.77,45.464,9.19,6.84,0,4.16,6.81,6.29,0.28,2024-03-10 02:00:00
2,Milan,313.76,45.464,9.19,6.52,0,3.47,5.92,5.44,0.25,2024-03-10 03:00:00
2,Milan,307.08,45.464,9.19,5.57,0,3.13,5.13,4.73,0.22,2024-03-10 04:00:00
2,Milan,300.41,45.464,9.19,4.81,0,2.96,4.34,4.02,0.2,2024-03-10 05:00:00
2,Milan,303.75,45.464,9.19,4.43,0,3.94,3.88,3.58,0.24,2024-03-10 06:00:00
2,Milan,303.75,45.464,9.19,3.96,0,4.67,3.23,2.96,0.25,2024-03-10 07:00:00
2,Milan,303.75,45.464,9.19,3.67,0.02,5.18,2.78,2.52,0.27,2024-03-10 08:00:00
2,Milan,307.08,45.464,9.19,3.64,0.05,5.44,2.9,2.64,0.37,2024-03-10 09:00:00
2,Milan,323.77,45.464,9.19,4.12,0.12,6.6,4.02,3.69,0.49,2024-03-10 10:00:00
2,Milan,353.81,45.464,9.19,4.5,0.24,9.08,5.63,5.14,0.67,2024-03-10 11:00:00
1,Milan,397.21,45.464,9.19,3.93,0.6,12.34,6.57,5.94,0.83,2024-03-10 12:00:00
1,Milan,467.3,45.464,9.19,4.31,1.82,12.51,8.53,7.92,0.69,2024-03-10 13:00:00
2,Milan,554.08,45.464,9.19,4.81,2.91,13.54,11.95,11.34,0.58,2024-03-10 14:00:00
2,Milan,560.76,45.464,9.19,5.26,2.79,14.39,12.35,11.72,0.58,2024-03-10 15:00:00
2,Milan,781.06,45.464,9.19,8.04,10.28,27.76,19.14,17.68,1.36,2024-03-10 16:00:00
3,Milan,1228.33,45.464,9.19,9.63,34.87,37.36,33.58,30.78,2.32,2024-03-10 17:00:00
3,Milan,1815.8,45.464,9.19,11.53,68.84,41.81,52.85,48.72,3.28,2024-03-10 18:00:00
4,Milan,2189.64,45.464,9.19,18.24,84.94,47.3,68.13,62.78,3.99,2024-03-10 19:00:00
4,Milan,2323.15,45.464,9.19,25.84,87.62,49.35,75.69,69.35,4.77,2024-03-10 20:00:00
